0B-A;0B-V;8B-A;8B-V;16B-A;16B-V;32B-A;32B-V;64B-A;64B-V;128B-A;128B-V;256B-A;256B-V;512B-A;512B-V;1024B-A;1024B-V
7;2;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;13;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;12;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;11
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;2;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;2
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;1;1;1;1;2
1;1;1;1;1;1
1;1;1;2;1;1
1;1;1;1;1;1
1;1;1;1;1;1
1;2;1;1;1;1
1;1;1;1;1;1
